Sufijo,Número,Palabra,R
 da ,plural ,baladas,no
 da ,plural ,balaustradas,no
 da ,plural ,basadas,no
 da ,plural ,bastardas,no
 da ,plural ,bocanadas,no
 da ,plural ,bofetadas,no
 da ,plural ,bóvedas,no
 da ,plural ,bridas,no
 da ,plural ,brigadas,no
 da ,plural ,búsquedas,no
 da ,plural ,calendas,no
 da ,plural ,camadas,no
 da ,plural ,camaradas,no
 da ,plural ,carcajadas,no
 da ,plural ,carótidas,no
 da ,plural ,cascadas,no
 da ,plural ,charadas,no
 da ,plural ,comemierdas,no
 da ,plural ,contrapartidas,no
 da ,plural ,crisálidas,no
 da ,plural ,cromátidas,no
 da ,plural ,crudas,no
 da ,plural ,cuñadas,no
 da ,plural ,deudas,no
 da ,plural ,druidas,no
 da ,plural ,dudas,no
 da ,plural ,ecosondas,no
 da ,plural ,embajadas,no
 da ,plural ,encrucijadas,no
 da ,plural ,ensaimadas,no
 da ,plural ,espadas,no
 da ,plural ,espingardas,no
 da ,plural ,estampidas,no
 da ,plural ,estúpidas,no
 da ,plural ,fachadas,no
 da ,plural ,ganadas,no
 da ,plural ,gradas,no
 da ,plural ,granadas,no
 da ,plural ,guardaespaldas,no
 da ,plural ,guardas,no
 da ,plural ,guaridas,no
 da ,plural ,hadas,no
 da ,plural ,hondonadas,no
 da ,plural ,humaredas,no
 da ,plural ,iracundas,no
 da ,plural ,jornadas,no
 da ,plural ,lápidas,no
 da ,plural ,laudas,no
 da ,plural ,majadas,no
 da ,plural ,manadas,no
 da ,plural ,mermeladas,no
 da ,plural ,mesnadas,no
 da ,plural ,microondas,no
 da ,plural ,miríadas,no
 da ,plural ,monedas,no
 da ,plural ,mudas,no
 da ,plural ,nadas,no
 da ,plural ,nómadas,no
 da ,plural ,olimpiadas,no
 da ,plural ,papadas,no
 da ,plural ,pérdidas,no
 da ,plural ,posadas,no
 da ,plural ,pulgadas,no
 da ,plural ,qasidas,no
 da ,plural ,quedas,no
 da ,plural ,quijadas,no
 da ,plural ,radas,no
 da ,plural ,reverendas,no
 da ,plural ,ruedas,no
 da ,plural ,sabiendas,no
 da ,plural ,saludas,no
 da ,plural ,sedas,no
 da ,plural ,suicidas,no
 da ,plural ,temporadas,no
 da ,plural ,toneladas,no
 da ,plural ,torcidas,no
 da ,plural ,vaguadas,no
 da ,plural ,veredas,no
 da ,plural ,viandas,no
 da ,plural ,vidas,no
 da ,plural ,viudas,no
 da ,plural ,zahurdas,no
 da ,plural ,zancudas,no
 da ,singular ,agenda,no
 da ,singular ,ananda,no
 da ,singular ,anda,no
 da ,singular ,antimoda,no
 da ,singular ,antípoda,no
 da ,singular ,balda,no
 da ,singular ,banda,no
 da ,singular ,barahunda,no
 da ,singular ,barahúnda,no
 da ,singular ,baranda,no
 da ,singular ,baraúnda,no
 da ,singular ,blonda,no
 da ,singular ,boda,no
 da ,singular ,borda,no
 da ,singular ,bufanda,no
 da ,singular ,burda,no
 da ,singular ,carcunda,no
 da ,singular ,celda,no
 da ,singular ,cerda,no
 da ,singular ,coda,no
 da ,singular ,cómoda,no
 da ,singular ,componenda,no
 da ,singular ,contienda,no
 da ,singular ,coyunda,no
 da ,singular ,cuchipanda,no
 da ,singular ,cuerda,no
 da ,singular ,curda,no
 da ,singular ,demanda,no
 da ,singular ,dictablanda,no
 da ,singular ,distraída,no
 da ,singular ,edda,no
 da ,singular ,encomienda,no
 da ,singular ,engorda,no
 da ,singular ,enmienda,no
 da ,singular ,esmeralda,no
 da ,singular ,espalda,no
 da ,singular ,falda,no
 da ,singular ,fonda,no
 da ,singular ,fronda,no
 da ,singular ,fueraborda,no
 da ,singular ,funda,no
 da ,singular ,geoda,no
 da ,singular ,gioconda,no
 da ,singular ,gorda,no
 da ,singular ,guinda,no
 da ,singular ,guirnalda,no
 da ,singular ,hacienda,no
 da ,singular ,halda,no
 da ,singular ,holanda,no
 da ,singular ,honda,no
 da ,singular ,horda,no
 da ,singular ,irlanda,no
 da ,singular ,izquierda,no
 da ,singular ,jodienda,no
 da ,singular ,lambda,no
 da ,singular ,lavanda,no
 da ,singular ,leyenda,no
 da ,singular ,linda,no
 da ,singular ,manda,no
 da ,singular ,menda,no
 da ,singular ,merienda,no
 da ,singular ,mierda,no
 da ,singular ,minifalda,no
 da ,singular ,miranda,no
 da ,singular ,moda,no
 da ,singular ,molienda,no
 da ,singular ,monda,no
 da ,singular ,moribunda,no
 da ,singular ,oda,no
 da ,singular ,ofrenda,no
 da ,singular ,oída,no
 da ,singular ,onda,no
 da ,singular ,pagoda,no
 da ,singular ,panda,no
 da ,singular ,parranda,no
 da ,singular ,poda,no
 da ,singular ,prebenda,no
 da ,singular ,prenda,no
 da ,singular ,propaganda,no
 da ,singular ,radiosonda,no
 da ,singular ,rapsoda,no
 da ,singular ,rápsoda,no
 da ,singular ,remierda,no
 da ,singular ,reprimenda,no
 da ,singular ,rienda,no
 da ,singular ,ronda,no
 da ,singular ,rotonda,no
 da ,singular ,rotunda,no
 da ,singular ,sabihonda,no
 da ,singular ,sangregorda,no
 da ,singular ,segunda,no
 da ,singular ,senda,no
 da ,singular ,soda,no
 da ,singular ,sonda,no
 da ,singular ,sorda,no
 da ,singular ,tanda,no
 da ,singular ,teletienda,no
 da ,singular ,tienda,no
 da ,singular ,traída,no
 da ,singular ,trapisonda,no
 da ,singular ,trastienda,no
 da ,singular ,tunda,no
 da ,singular ,vagabunda,no
 da ,singular ,venda,no
 da ,singular ,vivienda,no
 da ,singular ,zahúrda,no
 da ,singular ,zarabanda,no
 da ,singular ,zurda,no
 da ,plural ,alamedas,sí
 da ,plural ,añadas,sí
 da ,plural ,arboledas,sí
 da ,plural ,arcadas,sí
 da ,plural ,balconadas,sí
 da ,plural ,bancadas,sí
 da ,plural ,bandadas,sí
 da ,plural ,barrabasadas,sí
 da ,plural ,barriadas,sí
 da ,plural ,barricadas,sí
 da ,plural ,bobadas,sí
 da ,plural ,bravuconadas,sí
 da ,plural ,brazadas,sí
 da ,plural ,burradas,sí
 da ,plural ,cabezadas,sí
 da ,plural ,cabronadas,sí
 da ,plural ,campanadas,sí
 da ,plural ,cañadas,sí
 da ,plural ,canalladas,sí
 da ,plural ,chiquilladas,sí
 da ,plural ,chorradas,sí
 da ,plural ,cilindradas,sí
 da ,plural ,cochinadas,sí
 da ,plural ,cucharadas,sí
 da ,plural ,cuchilladas,sí
 da ,plural ,cursiladas,sí
 da ,plural ,décadas,sí
 da ,plural ,fanfarronadas,sí
 da ,plural ,fantasmadas,sí
 da ,plural ,gamberradas,sí
 da ,plural ,guarradas,sí
 da ,plural ,hornadas,sí
 da ,plural ,limonadas,sí
 da ,plural ,llamaradas,sí
 da ,plural ,llanadas,sí
 da ,plural ,marranadas,sí
 da ,plural ,monadas,sí
 da ,plural ,nalgadas,sí
 da ,plural ,nidadas,sí
 da ,plural ,novatadas,sí
 da ,plural ,palmadas,sí
 da ,plural ,parrafadas,sí
 da ,plural ,patadas,sí
 da ,plural ,pavadas,sí
 da ,plural ,payasadas,sí
 da ,plural ,pedradas,sí
 da ,plural ,peonadas,sí
 da ,plural ,perdigonadas,sí
 da ,plural ,pijadas,sí
 da ,plural ,pinceladas,sí
 da ,plural ,polladas,sí
 da ,plural ,polvaredas,sí
 da ,plural ,pomadas,sí
 da ,plural ,puñaladas,sí
 da ,plural ,puntadas,sí
 da ,plural ,putadas,sí
 da ,plural ,redadas,sí
 da ,plural ,redondas,sí
 da ,plural ,riadas,sí
 da ,plural ,rinconadas,sí
 da ,plural ,risotadas,sí
 da ,plural ,rosaledas,sí
 da ,plural ,salvajadas,sí
 da ,plural ,tajadas,sí
 da ,plural ,trastadas,sí
 da ,plural ,tríadas,sí
 da ,plural ,vaharadas,sí
 da ,plural ,zancadas,sí
 da ,plural ,abonadas,sí
 da ,plural ,acampadas,sí
 da ,plural ,acometidas,sí
 da ,plural ,acusadas,sí
 da ,plural ,afiliadas,sí
 da ,plural ,ajadas,sí
 da ,plural ,alambradas,sí
 da ,plural ,aliadas,sí
 da ,plural ,amadas,sí
 da ,plural ,amanecidas,sí
 da ,plural ,anticipadas,sí
 da ,plural ,armadas,sí
 da ,plural ,arrancadas,sí
 da ,plural ,arremetidas,sí
 da ,plural ,atrevidas,sí
 da ,plural ,avanzadas,sí
 da ,plural ,bajadas,sí
 da ,plural ,batidas,sí
 da ,plural ,bebidas,sí
 da ,plural ,bienvenidas,sí
 da ,plural ,boqueadas,sí
 da ,plural ,cabalgadas,sí
 da ,plural ,caladas,sí
 da ,plural ,calzadas,sí
 da ,plural ,casadas,sí
 da ,plural ,cerradas,sí
 da ,plural ,chupadas,sí
 da ,plural ,coartadas,sí
 da ,plural ,coladas,sí
 da ,plural ,comidas,sí
 da ,plural ,conocidas,sí
 da ,plural ,coordenadas,sí
 da ,plural ,cornadas,sí
 da ,plural ,corridas,sí
 da ,plural ,cortadas,sí
 da ,plural ,crecidas,sí
 da ,plural ,criadas,sí
 da ,plural ,cronoescaladas,sí
 da ,plural ,cruzadas,sí
 da ,plural ,defendidas,sí
 da ,plural ,dentelladas,sí
 da ,plural ,derivadas,sí
 da ,plural ,desaparecidas,sí
 da ,plural ,desbandadas,sí
 da ,plural ,desconocidas,sí
 da ,plural ,descreídas,sí
 da ,plural ,desdichadas,sí
 da ,plural ,desesperadas,sí
 da ,plural ,desgraciadas,sí
 da ,plural ,despedidas,sí
 da ,plural ,desposadas,sí
 da ,plural ,detenidas,sí
 da ,plural ,determinadas,sí
 da ,plural ,disimuladas,sí
 da ,plural ,doradas,sí
 da ,plural ,dormidas,sí
 da ,plural ,embarazadas,sí
 da ,plural ,embestidas,sí
 da ,plural ,emboscadas,sí
 da ,plural ,empalizadas,sí
 da ,plural ,empanadas,sí
 da ,plural ,empleadas,sí
 da ,plural ,encaladas,sí
 da ,plural ,encargadas,sí
 da ,plural ,encendidas,sí
 da ,plural ,encerradas,sí
 da ,plural ,enramadas,sí
 da ,plural ,entradas,sí
 da ,plural ,entrometidas,sí
 da ,plural ,enviadas,sí
 da ,plural ,escaladas,sí
 da ,plural ,escapadas,sí
 da ,plural ,esnifadas,sí
 da ,plural ,espantadas,sí
 da ,plural ,galopadas,sí
 da ,plural ,heladas,sí
 da ,plural ,heridas,sí
 da ,plural ,hinchadas,sí
 da ,plural ,huidas,sí
 da ,plural ,idas,sí
 da ,plural ,iluminadas,sí
 da ,plural ,iniciadas,sí
 da ,plural ,interesadas,sí
 da ,plural ,invitadas,sí
 da ,plural ,jugadas,sí
 da ,plural ,lanzadas,sí
 da ,plural ,laureadas,sí
 da ,plural ,levantadas,sí
 da ,plural ,ligadas,sí
 da ,plural ,llamadas,sí
 da ,plural ,llegadas,sí
 da ,plural ,madrugadas,sí
 da ,plural ,malmaridadas,sí
 da ,plural ,mantenidas,sí
 da ,plural ,marcadas,sí
 da ,plural ,meadas,sí
 da ,plural ,medidas,sí
 da ,plural ,merecidas,sí
 da ,plural ,metidas,sí
 da ,plural ,miradas,sí
 da ,plural ,moderadas,sí
 da ,plural ,mojadas,sí
 da ,plural ,molidas,sí
 da ,plural ,montadas,sí
 da ,plural ,moradas,sí
 da ,plural ,movidas,sí
 da ,plural ,nacidas,sí
 da ,plural ,nevadas,sí
 da ,plural ,ofendidas,sí
 da ,plural ,ojeadas,sí
 da ,plural ,oleadas,sí
 da ,plural ,ordenadas,sí
 da ,plural ,paracaídas,sí
 da ,plural ,paradas,sí
 da ,plural ,paridas,sí
 da ,plural ,partidas,sí
 da ,plural ,pasadas,sí
 da ,plural ,pesadas,sí
 da ,plural ,picadas,sí
 da ,plural ,pintadas,sí
 da ,plural ,pisadas,sí
 da ,plural ,planchadas,sí
 da ,plural ,pobladas,sí
 da ,plural ,portadas,sí
 da ,plural ,premiadas,sí
 da ,plural ,privadas,sí
 da ,plural ,prometidas,sí
 da ,plural ,punzadas,sí
 da ,plural ,quebradas,sí
 da ,plural ,queridas,sí
 da ,plural ,rebanadas,sí
 da ,plural ,recogidas,sí
 da ,plural ,recomendadas,sí
 da ,plural ,reprimidas,sí
 da ,plural ,resentidas,sí
 da ,plural ,retiradas,sí
 da ,plural ,sacudidas,sí
 da ,plural ,salidas,sí
 da ,plural ,sentadas,sí
 da ,plural ,subidas,sí
 da ,plural ,tendidas,sí
 da ,plural ,tenidas,sí
 da ,plural ,tiradas,sí
 da ,plural ,tocadas,sí
 da ,plural ,tomadas,sí
 da ,plural ,tostadas,sí
 da ,plural ,veladas,sí
 da ,plural ,venidas,sí
 da ,singular ,caída,sí
 da ,singular ,huída,sí
 da ,singular ,leída,sí
 da ,singular ,recaída,sí
 dad ,singular ,acuidad,no
 dad ,singular ,alacridad,no
 dad ,singular ,salacidad,no
 dad ,singular ,planaridad,no
 dad ,singular ,quiralidad,no
 dad ,singular ,solubridad,no
 dad ,singular ,ciudad,no
 dad ,singular ,edad,no
 dad ,singular ,heredad,no
 dad ,singular ,posteridad,no
 dad ,singular ,prioridad,no
 dad ,singular ,compacidad,sí
 dad ,singular ,foralidad,sí
 dad ,singular ,piedad,sí
 dad ,singular ,temeridad,sí
 dad ,singular ,veleidad,sí
 dad ,plural ,adiposidades,sí
 dad ,plural ,anfractuosidades,sí
 dad ,plural ,angulosidades,sí
 dad ,plural ,callosidades,sí
 dad ,plural ,escabrosidades,sí
 dad ,plural ,eticidades,sí
 dad ,plural ,felicicidades,sí
 dad ,plural ,fragosidades,sí
 dad ,plural ,liviandades,sí
 dad ,plural ,manualidades,sí
 dad ,plural ,microcolectividades,sí
 dad ,plural ,microvellosidades,sí
 dad ,plural ,miserabilidades,sí
 dad ,plural ,mutualidades,sí
 dad ,plural ,oficiosidades,sí
 dad ,plural ,paranormalidades,sí
 dad ,plural ,sedosidades,sí
 dad ,plural ,vandalidades,sí
 dad ,singular ,absurdidad,sí
 dad ,singular ,abueleidad,sí
 dad ,singular ,accesibilidad,sí
 dad ,singular ,accidentalidad,sí
 dad ,singular ,aceptabilidad,sí
 dad ,singular ,actividad,sí
 dad ,singular ,actualidad,sí
 dad ,singular ,adaptabilidad,sí
 dad ,singular ,admisibilidad,sí
 dad ,singular ,adversidad,sí
 dad ,singular ,afabilidad,sí
 dad ,singular ,afectividad,sí
 dad ,singular ,afinidad,sí
 dad ,singular ,agilidad,sí
 dad ,singular ,agregabilidad,sí
 dad ,singular ,agresividad,sí
 dad ,singular ,alcalinidad,sí
 dad ,singular ,alerginicidad,sí
 dad ,singular ,alteridad,sí
 dad ,singular ,amabilidad,sí
 dad ,singular ,ambiguedad,sí
 dad ,singular ,ambigüedad,sí
 dad ,singular ,amenidad,sí
 dad ,singular ,amigabilidad,sí
 dad ,singular ,amoralidad,sí
 dad ,singular ,ampulosidad,sí
 dad ,singular ,ancianidad,sí
 dad ,singular ,anciedad,sí
 dad ,singular ,animalidad,sí
 dad ,singular ,animosidad,sí
 dad ,singular ,anormalidad,sí
 dad ,singular ,ansiedad,sí
 dad ,singular ,anterioridad,sí
 dad ,singular ,antiespañolidad,sí
 dad ,singular ,antiguedad,sí
 dad ,singular ,antigüedad,sí
 dad ,singular ,antimodernidad,sí
 dad ,singular ,antiobesidad,sí
 dad ,singular ,antiparidad,sí
 dad ,singular ,aparatosidad,sí
 dad ,singular ,aplicabilidad,sí
 dad ,singular ,aprioricidad,sí
 dad ,singular ,aprioridad,sí
 dad ,singular ,arbitrariedad,sí
 dad ,singular ,arealidad,sí
 dad ,singular ,artificialidad,sí
 dad ,singular ,artificiosidad,sí
 dad ,singular ,asiduidad,sí
 dad ,singular ,asociabilidad,sí
 dad ,singular ,atipicidad,sí
 dad ,singular ,atrocidad,sí
 dad ,singular ,austeridad,sí
 dad ,singular ,autenticidad,sí
 dad ,singular ,autoestabilidad,sí
 dad ,singular ,autoridad,sí
 dad ,singular ,autoseguridad,sí
 dad ,singular ,autotoxicidad,sí
 dad ,singular ,banalidad,sí
 dad ,singular ,barbaridad,sí
 dad ,singular ,basicidad,sí
 dad ,singular ,bastedad,sí
 dad ,singular ,beldad,sí
 dad ,singular ,belicosidad,sí
 dad ,singular ,benignidad,sí
 dad ,singular ,bestialidad,sí
 dad ,singular ,biocompatibilidad,sí
 dad ,singular ,bipolaridad,sí
 dad ,singular ,bondad,sí
 dad ,singular ,brevedad,sí
 dad ,singular ,brusquedad,sí
 dad ,singular ,brutalidad,sí
 dad ,singular ,caballerosidad,sí
 dad ,singular ,caducidad,sí
 dad ,singular ,calamidad,sí
 dad ,singular ,calidad,sí
 dad ,singular ,cantidad,sí
 dad ,singular ,capacidad,sí
 dad ,singular ,capilaridad,sí
 dad ,singular ,capitalidad,sí
 dad ,singular ,carcinogenicidad,sí
 dad ,singular ,caridad,sí
 dad ,singular ,carnalidad,sí
 dad ,singular ,carnosidad,sí
 dad ,singular ,castidad,sí
 dad ,singular ,casualidad,sí
 dad ,singular ,catalanidad,sí
 dad ,singular ,causalidad,sí
 dad ,singular ,cautividad,sí
 dad ,singular ,cavidad,sí
 dad ,singular ,celebridad,sí
 dad ,singular ,celeridad,sí
 dad ,singular ,centralidad,sí
 dad ,singular ,cientificidad,sí
 dad ,singular ,circularidad,sí
 dad ,singular ,civilidad,sí
 dad ,singular ,clandestinidad,sí
